225,269
47,107
15,25
181,205
244,177
1467,1108
336,598
309,283
158,216
2199,2041
111,181
661,653
1219,752
1001,333
113,149
765,486
233,173
303,262
1797,1335
449,443
361,335
77,73
296,257
68,61
520,529
123,127
203,268
202,170
408,742
518,532
42,116
213,219
1650,628
725,524
455,249
632,569
433,350
130,130
88,46
296,1091
1168,1593
228,230
1589,437
498,335
419,654
49,49
354,229
170,239
4273,128
162,157
374,333
354,744
7110,7460
554,497
3075,2650
940,347
1584,1318
3101,3404
330,496
463,611
330,354
14,33
34,162
305,460
854,423
45,78
206770,70
11,11
1197,1447
100,80
777,717
120,164
534,781
298,398
1119,727
325,275
421,156
1330,635
89,75
138,273
1006,648
1476,1060
102,143
812,635
372,305
209,241
394,405
642,351
48,159
574,661
1142,938
399,330
381,198
256,260
1347,1143
169,138
796,772
2113,985
619,508
280,369
558,557
126,212
379,866
404,168
31,180
333,333
406,374
266,511
264,88
242,317
631,617
759,427
960,886
432,424
93,71
237,238
962,679
64,197
7399,6839
459,862
1435,1395
311,299
620,540
20,81
566,459
181,318
185,185
93,169
2082,2055
347,296
109,218
68,153
229,277
1587,2000
543,435
603,453
382,374
361,670
54,108
366,330
239,211
32,94
610,759
413,298
345,486
240,234
232,379
214,197
58,76
351,489
410,277
451,452
355,286
63,107
534,289
233,236
234,251
121,138
71,175
1321,1247
753,727
206,191
33,80
53,77
667,579
292,328
828,405
699,443
2174,2293
359,333
123,88
4,34
135,132
85,116
387,250
392,282
83,74
455,313
87,99
286,210
313,257
975,762
375,352
376,450
103,100
282,262
19,18
64,76
146,114
111,126
103,65
418,341
939,759
456,492
607,499
233,242
38306,14163
406,714
305,287
53,145
117,111
82,74
393,359
650,952
825,1940
632,893
206,202
751,553
26,121
381,803
90,100
113,72
135,116
909,897
213,103
97,236
39,76
509,513
159,114
648,1506
220,185
322,605
488,152
119,396
278,233
108,343
413,241
561,372
318,231
102,94
135,62
87,59
341,363
169,206
613,537
698,614
351,331
536,347
24,22
369,356
868,631
65,144
357,365
70,77
78,42
372,316
314,270
1018,1276
148,136
147,117
245,106
2097,1852
178,331
383,194
741,501
106,235
81,82
829,576
530,344
164,403
681,525
86,86
0,0
221,183
648,329
167,156
114,99
76,89
346,294
54,57
232,254
305,337
225,190
278,266
475,821
542,476
109,355
806,942
189,253
280,311
118,121
57,62
790,555
1522,1171
952,958
376,215
51,238
258,183
214,364
310,228
107,494
217,226
205,249
542,379
368,347
400,454
217,384
116,107
52420,2467
69,56
35,111
222,527
936,469
341,240
1977,1365
64,89
211,416
17,40
112,125
695,1422
268,413
11,13
191,153
98,166
1002,815
266,188
849,930
40,215
665,609
131,96
982,385
174,431
17,26
749,814
143,181
154,457
42,38
2065,1221
440,425
89,86
711,541
441,406
203,213
1445,776
526,534
385,307
163,971
697,421
68,93
9,47
220,207
323,268
1109,536
121,265
233,202
207,88
4814,457
101,98
225,453
271,527
648,537
711,679
281,256
494,358
280,252
793,698
214,211
2393,328
73,90
461,454
654,436
219,181
1340,1998
325,265
424,304
1062,999
18,27
661,461
473,465
40,112
374,321
910,217
443,308
742,393
106,106
113,133
180,154
137,193
330,289
569,1024
64,247
134,122
217,312
441,365
70,394
117,135
317,209
17,286
22,33
949,549
344,270
1055,760
637,611
165,150
104,75
195,246
555,457
777,848
342,309
238,229
167,184
177,183
495,400
467,505
678,591
573,102
602,476
263,261
35,31
24,46
3140,2884
914,975
219,123
246,436
4776,279
157,178
2275,1433
109,139
586,585
881,732
253,246
220,426
412,247
226,169
1005,182
173,531
77,92
323,170
649,348
1228,221
61,89
107,165
12,7
274,163
244,248
221,204
227,151
846,697
1013,963
429,829
169,139
1,0
264,295
153,132
332,342
1100,872
254,251
70,99
553,320
293,463
305,474
67,64
60,82
201,384
249,163
461,190
108,360
141,386
452,378
1827,1757
270,240
892,883
828,567
69,100
5,13
42,69
252,226
118,138
3,8
296,203
1007,1555
66,70
129,159
208,200
153,158
134,157
164,226
905,387
491,477
212,248
220,290
1328,672
600,438
85,206
324,458
230,237
207,248
142,163
497,493
81,83
921,1120
268,274
523,375
128,200
69,75
913,1360
48,55
2632,1679
213,207
536,693
1538,1009
187,113
110,94
532,421
38,136
313,315
614,646
85,87
515,504
76,211
311,68
1730,681
219,133
798,717
212,158
205,158
79,72
533,532
145,237
61,182
219,257
31,176
166,224
408,361
109,174
7,6
829,812
447,313
379,277
297,252
54,387
583,448
140,128
760,379
413,274
523,464
583,386
260,270
963,298
701,1422
299,277
2113,1488
723,598
574,582
303,364
31,34
199,298
8,22
1367,1132
108,124
886,698
125,79
738,928
221,221
1814,1452
205,204
145,143
58,198
631,555
145,167
277,283
336,283
232,161
1675,1345
722,333
167,149
366,277
361,378
334,291
228,253
583,490
48,96
494,423
249,223
380,231
76,124
228,289
90,232
80,287
379,344
128,122
591,321
49,74
694,494
209,143
363,308
96,90
0,15
5333,722
206,316
101,96
920,191
71,61
54,406
83,93
348,256
60,103
121,135
588,443
162,411
79,77
1498,1589
1284,1035
47,153
369,279
1087,825
492,631
365,334
131,204
1632,251
397,368
105,141
56,67
85,52
349,318
56,94
142,199
25,85
60,114
331,335
25,97
72,207
442,505
288,325
312,262
219,157
68,514
213,210
612,692
399,635
72,62
15,38
164,219
26,108
55,171
273,253
4,5
120,88
249,304
689,789
193,223
219,147
66,135
41,144
115,117
232,515
191,187
190,405
546,429
123,142
162,201
1743,609
658,1426
1309,820
114,57
327,391
230,207
1025,698
89,393
170,206
66,312
634,389
682,530
169,161
230,226
1423,1251
127,196
210,224
121,93
336,490
18,68
227,248
44,79
250,375
301,553
164,141
387,265
12,15
250,87
261,377
239,149
177,332
187,154
108,176
275,402
412,300
157,160
420,379
655,912
647,589
51,142
121,99
200,57
101,137
100,172
49,37
811,1065
107,88
122,110
75,266
600,557
1134,214
829,1062
133,118
808,797
2605,2425
308,280
330,311
317,255
4,32
2202,1191
138,119
2696,2440
176,116
54,59
50,181
250,267
321,269
382,288
728,370
201,202
52,149
98,298
3715,198
274,500
497,854
1076,728
765,594
269,238
339,333
376,337
376,629
435,921
493,344
81,104
255,109
191,193
59,53
85,77
464,61
207,71
252,199
256,202
131,151
515,395
210,199
480,410
373,235
497,383
99,87
306,253
1583,2002
556,604
27,26
1969,269
202,159
22,40
432,420
215,225
9,58
252,162
563,460
140,226
338,293
198,133
209,164
514,694
210,524
246,397
4120,1928
149,148
478,498
336,362
1194,1811
292,277
587,449
330,448
351,332
199,90
237,230
88,185
1694,990
426,368
958,1267
8,72
1155,1002
518,370
837,295
238,335
119,117
44,51
39,91
391,183
1084,1036
494,469
264,224
148,272
498,311
440,442
580,794
301,259
308,271
281,266
256,162
253,163
13767,60
268,152
334,319
189,153
97,153
1075,506
693,660
352,1509
945,1238
39,47
270,190
171,179
318,307
735,594
54,80
41,52
215,138
1567,1880
439,278
393,379
56,56
677,778
319,400
309,299
299,741
302,291
52,128
77,280
326,318
192,285
604,1184
236,271
144,495
481,440
1858,155
646,680
260,208
280,216
438,332
191,257
233,88
492,480
325,252
345,341
137,184
304,237
133,135
168,116
209,185
192,190
14,128
416,388
186,156
79,89
46,92
919,683
180,182
12,58
2279,419
334,301
49,30
104,123
147,126
263,264
447,292
427,351
1905,1638
481,575
860,386
211,193
5725,3478
168,342
277,446
352,439
279,287
192,89
108,157
245,180
164,162
64,131
409,369
503,213
829,876
200,142
11,29
74,72
154,121
4764,936
37,134
43,89
1817,1957
177,142
351,248
570,555
32,109
33,18
576,391
293,272
60,131
85,225
208,219
527,412
970,497
194,216
372,222
1328,1084
16,56
31,25
1102,1062
63,144
133,106
759,781
44,48
1198,954
6,47
933,977
197,166
2510,2759
1370,962
9513,8990
438,574
473,771
320,311
65,143
252,242
195,344
359,377
75,108
116,111
95,100
221,133
86,78
574,347
256,246
332,398
612,696
2433,2292
659,724
27025,455
50,198
14,36
192,224
154,120
140,264
86,96
2,18
848,802
470,496
657,594
286,344
527,437
324,320
138,145
50,84
267,362
3,30
126,118
215,343
359,334
344,191
782,1425
2141,2362
21,22
575,458
1075,2000
345,322
351,205
114,97
515,299
100,131
742,805
19,45
284,283
179,174
351,322
263,258
16,55
111,133
76,112
38,98
191,88
5521,1612
4747,189
128,204
5609,3496
335,311
873,999
172,178
154,120
2,37
1237,488
268,764
143,145
217,200
283,250
657,587
41,78
170,187
142,161
954,319
308,263
227,220
191,166
473,1548
95,105
594,629
113,250
206,203
72,185
170,274
410,384
294,1489
199,192
645,397
37,316
1622,1557
1609,1288
68,78
64,98
224,333
477,426
160,137
809,672
196,162
661,509
40,42
181,159
135,126
85,72
445,533
163,164
490,375
433,366
372,568
145,103
537,764
416,357
586,635
276,331
7969,777
145,213
540,248
407,151
183,158
245,200
167,54
937,464
499,481
1100,916
115,253
824,661
0,0
104,111
2337,1527
117,131
844,1012
102,233
55,85
123,111
126,111
108,298
1021,621
250,496
162,267
164,289
6731,773
973,209
1111,736
1114,295
107,89
492,309
401,358
273,254
3,28
245,186
378,280
223,201
82,127
80,109
144,142
8,20
463,583
386,463
36,91
592,618
1285,1343
72,82
73,129
385,266
50,76
58,14
120,416
96,142
35,57
973,1151
127,332
194,163
225,225
163,817
313,240
182,241
133,381
0,0
233,243
1030,964
169,204
115,311
1977,1237
154,363
112,102
309,388
29,228
3258,1685
329,253
84,106
497,310
623,337
1077,206
2,0
420,464
533,549
57,152
5413,1639
9,93
242,189
25,112
38,44
756,288
198,386
1307,609
296,272
5,95
187,176
123,333
193,306
346,286
1179,463
230,216
257,215
159,167
1960,1957
111,158
49,57
612,735
2,17
392,394
241,556
281,495
122,340
99,77
140,291
474,325
559,463
512,318
145,130
40,94
546,487
381,189
61,114
798,452
178,173
599,506
81,106
756,593
363,473
173,164
292,424
330,309
461,730
335,323
946,873
1305,1383
348,329
147,154
436,397
1297,1385
3473,309
339,279
303,311
1695,1682
235,302
124,154
65,142
475,495
153,198
176,198
796,615
922,1381
641,693
140,121
185,171
406,693
762,695
371,361
2244,1619
108,104
1128,595
240,246
820,183
130,80
456,446
1849,1929
556,391
498,507
161,218
309,1257
339,218
686,695
496,606
242,241
7695,474
51,68
158,209
445,433
579,340
95,100
20,48
242,205
53,119
131,106
87,59
135,139
524,286
32,40
515,485
1382,1598
73,68
489,786
264,261
92,114
299,298
431,584
399,381
434,399
159,265
230,221
19,72
26,90
82,138
0,0
103,96
296,327
428,339
2,1
194,138
720,586
565,780
182,160
881,987
329,324
172,314
339,232
333,454
312,343
461,1021
24,52
152,149
160,309
143,139
932,807
169,164
481,373
1209,1134
1812,165
302,323
520,174
1079,191
231,637
36525,7504
357,402
249,229
518,427
199,302
211,205
1021,1267
2023,1298
163,257
323,266
290,174
76,81
114,176
9,31
669,541
57,56
155,155
69,130
30,32
551,721
87,93
173,154
1373,1004
88,78
229,229
119,99
67,46
23,606
919,263
221,205
1161,200
4392,108
29,18
213,197
270,368
43,129
1343,355
328,309
304,500
270,397
341,325
337,381
493,342
151,141
340,302
27,66
135,174
2,7
1448,1398
93,153
926,740
594,896
71,162
706,716
77,116
7,41
254,171
270,265
113,130
455,294
224,153
1841,1792
206,427
85,58
1152,906
1034,822
266,178
618,496
708,709
1106,979
114,91
84,81
1320,1627
215,338
48,25
1566,1260
401,505
1130,962
116,388
81,176
244,219
117,118
389,299
379,391
558,625
776,672
564,387
349,367
110,96
303,198
870,501
196,155
40,45
1813,1833
207,250
283,498
165,77
117,131
864,780
333,227
92,50
94,24
72,129
269,259
75,70
81,354
192,144
275,314
454,388
231,437
108,122
126,142
311,234
532,756
2543,653
68,89
206,193
159,155
319,284
734,571
913,304
206,187
162,334
54,108
264,247
73,109
397,248
290,155
120,228
3020,1148
131,113
308,349
222,212
119,131
133,85
420,334
126,699
30,18
477,417
400,325
1364,886
3655,105
249,255
147,357
1400,1249
289,274
138,147
87,131
48,119
567,535
84,71
2243,2278
13,15
602,326
541,435
623,620
172,167
309,251
980,910
2235,951
771,617
320,400
71,95
1,0
195,431
182,244
332,267
324,1094
124,108
91,190
89,166
1813,1775
82,54
285,243
787,621
1033,881
221,69
176,218
108,130
581,842
367,191
640,641
803,223
3970,392
188,268
906,1843
785,191
592,576
24,70
965,572
189,192
427,672
116,168
357,387
29169,7059
8,13
88,203
240,285
515,538
253,636
195,204
332,316
659,548
105,247
364,779
2376,1494
241,101
6,24
168,165
76,123
41,77
98,233
1912,1354
108,109
333,339
614,588
2115,984
39,117
67,63
467,336
362,360
282,273
238,243
530,387
124,122
354,356
200,168
1451,1251
51,98
17,2
640,359
812,774
725,410
468,1200
1539,1344
345,317
394,318
164,247
489,395
107,292
405,399
540,299
184,170
1,61
95,71
320,274
352,456
403,355
129,134
28,38
17,26
277,410
575,425
742,236
580,467
469,447
87,105
502,280
38,282
409,425
75,72
38,30
678,1114
74,78
76,190
23,268
172,159
778,756
553,488
311,277
765,709
315,301
157,173
177,434
2127,67
108,452
785,936
34,49
151,158
508,451
107,170
201,187
284,756
597,531
247,223
1701,550
532,499
72,112
534,559
599,534
156,152
164,63
165,155
384,367
792,663
316,161
221,660
108,713
144,252
554,496
153,172
390,328
183,193
58,100
150,116
355,447
103,117
16,42
662,168
3440,1281
1094,1071
309,323
340,291
50,193
812,973
70,95
849,659
591,393
760,463
1127,2000
82,121
535,477
39,37
383,323
48,69
153,176
391,392
2097,2264
445,362
1071,869
250,246
162,155
205,198
38,45
6727,541
22,52
1029,909
225,278
577,454
325,399
228,223
405,267
3,18
443,489
60,62
712,666
452,263
385,270
156,772
663,556
34,68
465,352
325,371
25,86
107,91
518,570
191,149
463,452
231,533
400,284
5250,383
138,164
468,427
50,47
639,610
502,361
339,326
107,137
87,91
89,214
1073,906
439,345
286,285
5447,5478
2309,2531
273,459
774,463
1270,994
1109,996
266,205
221,217
160,187
389,385
105,104
805,633
98,91
180,190
24788,566
298,262
149,224
245,240
689,509
837,827
82,123
161,210
78,76
38,104
265,302
1020,927
23,58
285,321
829,734
185,174
288,507
173,86
46,123
114,190
162,196
95,98
415,357
216,145
131,122
131,185
190,171
469,347
464,480
53,68
510,455
1171,1888
213,204
318,660
328,300
290,279
355,444
23,85
124,110
82,83
135,147
66,66
582,1541
2,13
85,88
778,653
548,576
187,277
468,379
389,267
698,769
293,432
514,302
613,463
277,328
253,202
125,165
233,47
190,282
353,306
1964,1123
97,99
228,125
67,118
123,190
391,227
119,89
852,404
80,170
120,132
2040,687
618,582
1114,815
451,280
321,366
612,853
648,513
87,73
456,465
3625,366
314,235
80,83
106,212
668,540
11,10
617,326
142,161
296,285
127,63
301,340
471,433
1824,807
179,222
812,771
182,319
586,520
7845,5165
155,139
416,637
570,314
177,151
121,142
1082,899
60,78
487,543
5053,5114
909,968
48,58
311,293
368,352
240,227
367,327
3159,2584
312,323
1556,568
154,178
1344,162
73,38
159,357
163,136
197,260
42,38
58,55
528,382
175,241
9,11
83,94
456,316
1362,884
1399,873
426,393
364,435
766,432
31,28
206,232
1475,1401
253,263
89,163
173,186
334,198
228,190
399,493
330,247
352,249
353,272
32,178
133,390
253,358
1393,465
686,577
184,137
306,456
318,129
135,136
63,68
382,225
24,67
205,163
12,20
12,24
171,210
164,211
393,417
98,67
78,92
38,523
137,210
563,487
56,52
497,352
56,70
907,963
93,102
277,272
41,70
114,111
90,85
487,439
623,514
590,556
38,37
312,197
446,301
161,323
45,82
186,189
10,34
1216,1563
5437,3413
273,318
578,371
495,460
122,123
131,231
194,256
366,245
213,181
86,143
164,124
1,9
1565,1563
398,1059
256,205
174,200
129,102
121,135
64,57
2158,2296
859,174
720,540
294,291
494,384
126,121
81,103
174,156
127,229
279,300
289,229
171,324
179,206
124,184
546,434
716,660
174,178
219,706
140,137
552,158
67,89
215,367
46,67
642,544
218,205
215,205
417,325
349,311
82,140
652,493
1054,2001
97,103
101,135
435,371
64,136
11,40
103,124
529,493
163,156
65,64
234,279
4468,631
214,186
41,105
838,949
388,378
184,286
937,422
526,499
298,300
237,70
259,335
1075,1076
