age,default_avatar,default_background,default_profile_background_color,default_profile_link_color,default_profile_sidebar_border_color,default_profile_sidebar_fill_color,default_profile_text_color,favourites_count,followers_by_friends,followers_by_status,followers_count,folpd,friends_by_status,friends_count,fripd,is_bot,lang,listed_count,statuses_count,time_zone_nil,tpd,utc_offset
68844953.893654,false,false,false,false,false,false,true,154,2.627388535031847,0.033996785758437384,1650,2.07074000253073,0.012939382700787077,628,0.7881361949026509,false,en,72,48534,false,60.90987592899281,-21600
47514080.893709,false,false,false,false,false,false,false,23,1.383587786259542,0.02707547522127199,725,1.3183460317818456,0.019569033125443478,524,0.9528459595224071,false,en,2,26777,false,48.6915195765899,-18000
41421930.893764,false,false,false,false,false,false,false,237,1.8273092369477912,0.016082853204199214,455,0.949062468884231,0.00880138559966067,249,0.5193770434114331,false,en,8,28291,false,59.01082704881234,-21600
38891315.893818,false,true,true,true,true,true,true,1,1.1107205623901582,0.035787089467723666,632,1.4040358045241326,0.03221970554926387,569,1.2640765391998632,false,en,2,17660,true,39.23302580364127,
81908250.893874,false,false,false,false,false,false,true,0,1.237142857142857,0.08435612702123514,433,0.4567451946747738,0.06818624586012079,350,0.369193575372246,false,en,7,5133,false,5.414487492531013,-21600
11226896.893918,false,false,false,false,false,false,false,262,1.0,0.04336224149432955,130,1.0004545428825273,0.04336224149432955,130,1.0004545428827056,false,en,0,2998,false,23.072020919714504,-21600
35571693.893945,false,false,false,false,false,false,false,1,1.9130434782608696,0.03404255319148936,88,0.21374298403296293,0.017794970986460348,46,0.11172928710814599,false,en,0,2585,false,6.278700155968816,-32400
25304275.893971,false,false,false,false,false,false,false,14,0.27131072410632445,0.1020337814546708,296,1.0106750379720328,0.3760772147535333,1091,3.7251569811742398,false,en,8,2901,false,9.905298260666656,-21600
39985794.893998,false,false,false,false,false,false,true,32,0.7332077840552417,0.07356090187681068,1168,2.5237762627330578,0.10032749716588991,1593,3.4421023857312183,false,en,1,15878,false,34.30866395520591,-32400
23128512.894024,false,false,false,false,false,false,false,346,0.991304347826087,0.015618577887381833,228,0.8517279122206628,0.015755582956569394,230,0.8591992096963198,false,en,0,14598,false,54.53300027455635,-28800
45105499.894051,false,false,false,false,false,false,false,354,3.6361556064073226,0.049554044782635816,1589,3.043744118177411,0.013628141957213248,437,0.837077520228871,false,it,9,32066,false,61.422717994647066,-10800
90249390.894104,false,false,false,false,false,false,false,237,1.4865671641791045,0.046817711760834824,498,0.47675889636179375,0.031493842248754345,335,0.3207113057855511,false,en,0,10637,false,10.18330196907756,-28800
9319404.894133,false,false,true,true,true,true,true,25,0.6406727828746177,0.1191017623649801,419,3.8845398833107008,0.18590108015918136,654,6.063219770133039,false,es,0,3518,false,32.61530145463352,-25200
5840608.894183,false,false,false,true,true,true,true,2,1.0,0.08277027027027027,49,0.7248559314090718,0.08277027027027027,49,0.724855931409568,false,en,0,592,true,8.757443089691943,
55789925.894238,false,false,false,false,false,false,false,41,1.5458515283842795,0.01171875,354,0.548228009084912,0.0075807733050847455,229,0.3546446725436613,false,en,0,30208,false,46.782123441920035,-18000
20004898.894293,false,true,true,true,true,true,true,3,0.7112970711297071,0.2847571189279732,170,0.7342201566527979,0.40033500837520936,239,1.0322271614120295,false,en,0,597,false,2.57840843248161,-21600
20816675.894347,false,false,true,true,true,false,true,56,33.3828125,0.1316511076193117,4273,17.73516587727927,0.003943679329574514,128,0.5312663777888988,false,en,46,32457,false,134.71338143670005,0
30723582.894398,false,false,false,false,false,false,true,0,1.0318471337579618,0.02408921933085502,162,0.45557186634463465,0.023345724907063197,157,0.4415110062723125,false,en,0,6725,false,18.91185679733559,-18000
53825990.894445,false,true,true,true,true,true,true,5,1.1231231231231231,0.04411417787213966,374,0.6003345124358548,0.03927813163481953,333,0.5345224402169808,false,en,0,8478,false,13.608652396876572,-18000
102865981.894492,false,false,false,false,false,false,false,416,0.47580645161290325,0.02370112479914301,354,0.2973344485387588,0.04981253347616497,744,0.6249062986238564,false,en,5,14936,false,12.545161930438551,0
38310085.894541,false,false,false,false,false,false,false,1,0.953083109919571,0.3848443843031123,7110,16.035046271910733,0.4037889039242219,7460,16.824394541274746,false,en,50,18475,false,41.66631221850984,-10800
35398137.894589,false,false,false,false,false,false,false,27,1.1146881287726358,0.04875473026489483,554,1.3522067217920115,0.043738449353163775,497,1.213080759441707,false,en,3,11363,false,27.73488263488466,-18000
60549107.894637,false,false,false,false,false,false,true,13,1.1603773584905661,0.07414819994695088,3075,4.3878433429980905,0.06390007475103084,2650,3.781393450063645,false,en,168,41471,false,59.176667082112154,-18000
77807130.894682,false,false,false,false,false,false,false,20,2.7089337175792507,0.007629003197688574,940,1.0438117826234046,0.0028162384144658887,347,0.38532200911737813,false,en,67,123214,false,136.82151594060653,-28800
62599733.894728,false,false,false,false,false,false,false,32,1.2018209408194234,0.11716842961757526,1584,2.186232935592427,0.09749241807826023,1318,1.8191003845397455,false,en,55,13519,false,18.658890818356898,-18000
87089829.89477699,false,false,false,false,false,false,false,25,0.9109870740305523,0.11012464931283071,3101,3.0764372869218044,0.1208849746084733,3404,3.377037254009127,false,en,64,28159,false,27.935955357122882,-21600
95541915.894822,false,false,false,false,false,false,false,106,0.6653225806451613,0.015234050410857724,330,0.2984239925791833,0.022897239405410396,496,0.4485403039978168,false,en,1,21662,false,19.58927432500225,-18000
96848407.894868,false,false,false,false,false,false,false,2064,0.7577741407528642,0.030800957956359766,463,0.41304963983941384,0.04064662054284194,611,0.5450827860515974,false,en,16,15032,false,13.410285499063615,-18000
29795891.894913,false,false,false,false,false,false,false,4,0.9322033898305084,0.06755373592630501,330,0.9569104392158918,0.07246673490276356,354,1.0265039257044237,false,en,2,4885,false,14.165174229001737,-21600
11553838.894959,false,true,true,true,true,true,true,0,0.42424242424242425,0.25925925925925924,14,0.10469247589446766,0.6111111111111112,33,0.24677512175130922,false,en,0,54,true,0.40381383559315637,
84491155.89500499,false,false,false,false,false,false,false,11,0.20987654320987653,0.0192090395480226,34,0.03476813601236676,0.09152542372881356,162,0.16565994217657887,false,en,0,1770,false,1.8099882571145587,0
90002889.895051,false,false,false,false,false,false,false,26,0.6630434782608695,0.07868937048503612,305,0.2927905985099496,0.11867905056759546,460,0.4415858207035452,false,en,2,3876,false,3.720840524015213,-18000
58649586.895094,false,false,false,false,false,false,false,148,2.0189125295508275,0.10129284782350848,854,1.258075357495136,0.05017198434349425,423,0.6231450541223298,false,en,3,8431,false,12.420179553914023,-18000
60446539.895138,false,false,false,false,false,false,true,580,0.5769230769230769,0.021665864227250843,45,0.06432129956063909,0.03755416466056813,78,0.11149025257177994,false,en,0,2077,false,2.968785315276952,-18000
97124799.895182,false,false,false,false,false,false,true,65,2953.8571428571427,11.854718495585368,206770,183.9378615891941,0.004013301226923518,70,0.062270398564802036,false,en,41,17442,false,15.51600416810444,-28800
2772253.895224,false,false,false,true,false,false,true,1,1.0,0.24444444444444444,11,0.3428257424885398,0.24444444444444444,11,0.34282574248891085,false,en,0,45,false,1.4024689465470621,-21600
43741840.895267,false,false,false,false,false,false,false,25,0.8272287491361437,0.0822680412371134,1197,2.364344935724157,0.09945017182130585,1447,2.858151313277435,false,en,22,14550,true,28.739531173593978,
8098885.895307,false,true,true,true,true,true,true,16,1.25,0.059844404548174746,100,1.0668134002229805,0.047875523638539794,80,0.8534507201787006,false,en,0,1671,true,17.826451917739213,
41103429.895351,false,false,true,true,true,true,true,54,1.0836820083682008,0.027894453419493807,777,1.633265159888195,0.02574044157242865,717,1.5071442981209136,false,en,1,27855,false,58.551610075537084,-21600
70136100.895394,false,false,false,false,false,false,true,30,0.7317073170731707,0.06514657980456026,120,0.14782686615930143,0.08903365906623235,164,0.20203005041772057,false,en,0,1842,false,2.269142395545471,0
84603696.89543699,false,false,false,false,false,false,true,565,0.6837387964148528,0.10208373160007647,534,0.5453378716655457,0.14930223666602943,781,0.797582168110124,false,en,2,5231,false,5.342064431990085,-18000
41193120.895481,false,false,false,false,false,false,false,69,0.7487437185929648,0.025623387790197766,298,0.6250364002601624,0.03422184006878762,398,0.8347801587368081,false,en,0,11630,false,24.393199110828608,-21600
94717090.895533,false,false,false,false,false,false,false,149,1.5392022008253095,0.02044657213857623,1119,1.020740809138875,0.013283876626224236,727,0.6631622593780103,false,en,15,54728,false,49.92234405947906,-18000
23784977.895587,false,false,false,false,false,true,true,45,1.1818181818181819,0.01783754116355653,325,1.1805770904330215,0.015093304061470912,275,0.9989498457511863,false,en,0,18220,false,66.18496796214427,-18000
52736969.895642,false,true,true,true,true,true,true,5,2.698717948717949,0.18272569444444445,421,0.6897324603967734,0.06770833333333333,156,0.2555778238049995,false,en,6,2304,false,3.7746878592741258,-36000
101942128.895698,false,false,false,false,false,false,false,22,2.094488188976378,0.0656984785615491,1330,1.127227783496237,0.03136731871171705,635,0.5381877011429612,false,en,18,20244,false,17.157593420375647,-18000
3186837.895755,false,true,true,true,true,true,true,6,1.1866666666666668,0.03140437544107269,89,2.4129247396655824,0.02646436132674665,75,2.0333635446645597,false,nl,0,2834,true,76.83403047448793,
23213598.895812,false,false,false,false,false,false,false,3,0.5054945054945055,0.03776683087027915,138,0.5136299655003271,0.07471264367816093,273,1.016094062185561,false,en,0,3654,true,13.600028216947546,
42591887.895865,false,false,false,false,false,false,false,27,1.5524691358024691,0.0618012040791252,1006,2.040726633496329,0.03980833026170291,648,1.3145038354927272,false,en,8,16278,false,33.020823200852035,0
53975135.895915,false,false,false,false,false,false,false,39,1.3924528301886792,0.035016132093376354,1476,2.3626878910668663,0.025147086733725565,1060,1.6967812767825947,false,en,120,42152,false,67.47426828202505,-21600
6685344.895973,false,false,false,false,false,false,false,22,0.7132867132867133,0.03415941058271936,102,1.3182266789698938,0.047890154052243804,143,1.8481021087527394,false,en,0,2986,false,38.59043983732976,-28800
93247690.896021,false,false,true,true,true,true,true,148,1.278740157480315,0.1239505419019997,812,0.7523703732055059,0.09693176614257365,635,0.5883684568787152,false,en,3,6551,false,6.069924033090754,-18000
27806311.896071,false,false,true,true,true,true,true,14,1.219672131147541,0.11167817472230561,372,1.1558814459146332,0.09156409486640649,305,0.947698497322618,false,en,3,3331,false,10.350110474039653,-36000
84476865.89612499,false,false,false,false,false,false,false,4,0.8672199170124482,0.05150320354854608,209,0.2137579301557182,0.059388861508132086,241,0.24648641706952112,false,en,0,4058,false,4.150381246755819,-21600
70465477.896176,false,false,false,false,false,false,false,0,0.9728395061728395,0.01779343359075103,394,0.48309613467961116,0.018290204579325293,405,0.49658359021637977,false,en,4,22143,false,27.15024799546153,-21600
84473638.89623299,false,false,true,true,true,true,true,0,1.829059829059829,0.09680337756332931,642,0.6566403522420731,0.052925211097708084,351,0.3590043047304962,false,en,9,6632,false,6.783238031261435,-18000
10458733.896289,false,false,false,false,false,false,false,7,0.3018867924528302,0.09795918367346938,48,0.3965298324940425,0.32448979591836735,159,1.3135050701370181,false,en,0,490,false,4.047908706713113,-25200
88723926.896342,false,false,true,true,true,true,true,95,0.8683812405446294,0.05128205128205128,574,0.558965340408507,0.05905476637183954,661,0.6436865679617418,false,en,5,11193,false,10.899824137966744,-18000
77388108.89639501,false,false,false,false,false,false,true,453,1.2174840085287846,0.027673443671698935,1142,1.2749865761945542,0.02273002641335692,938,1.047230655403273,false,en,12,41267,false,46.072566584785235,-21600
23571252.896446,false,false,false,false,false,false,false,8,1.209090909090909,0.026809111066317275,399,1.462527263673082,0.022172949002217297,330,1.2096090150681165,false,en,1,14883,false,54.553366579578984,-18000
45971704.896499,false,false,false,false,false,false,false,10,1.9242424242424243,0.01991219818124804,381,0.7160578463231857,0.010348071495766699,198,0.37212455005774275,false,en,0,19134,false,35.96076333740214,-28800
35586261.896547,false,false,false,false,false,false,false,24,0.9846153846153847,0.021037061385487714,256,0.6215432254248472,0.02136576546963596,260,0.6312548383221637,false,en,0,12169,false,29.545154336704897,-21600
60548665.896599,false,false,false,false,false,false,false,6,1.178477690288714,0.02976006362953471,1347,1.9221034563952961,0.025252971587645265,1143,1.631005382821061,false,en,8,45262,false,64.58667159864436,-18000
14079873.896653,false,true,true,true,true,true,true,24,1.2246376811594204,0.021567126084737112,169,1.037054742618013,0.01761102603369066,138,0.8468257661616949,false,en,2,7836,true,48.08497611336904,
52617493.896708,false,false,false,false,false,false,true,26,1.0310880829015545,0.03916744575111942,796,1.3070633910272278,0.03798651773852286,772,1.2676544445641678,false,en,0,20323,true,33.37116745709785,
90086149.89675501,false,false,false,false,false,false,false,19,2.1451776649746193,0.054854620976116306,2113,2.026540153055824,0.025571131879543095,985,0.9446957173497753,false,en,16,38520,false,36.94383658102999,-21600
64720091.896805,false,false,false,false,false,false,false,398,1.218503937007874,0.03173870686561042,619,0.8263523495186861,0.026047274778239246,508,0.6781696180218286,false,en,6,19503,false,26.036106417875082,-18000
41295545.896857,false,true,true,true,true,true,true,2,0.7588075880758808,0.09153318077803203,280,0.5858258917418837,0.12062765609676365,369,0.772034835902753,false,en,0,3059,false,6.40014786728101,-25200
42126810.896907,false,false,false,false,false,false,false,7,1.0017953321364452,0.025578730231492094,558,1.1444303277067465,0.025532890213156086,557,1.1423793772987783,false,en,1,21815,false,44.741483152198605,-21600
3781285.896952,false,true,true,true,true,true,true,0,0.5943396226415094,0.1414141414141414,126,2.879020602157183,0.23793490460157127,212,4.844066409982595,false,en,0,891,true,20.358788543858097,
1286423.897004,false,false,false,false,false,false,true,149,0.4376443418013857,0.16005067567567569,379,25.45475101635039,0.3657094594594595,866,58.16309862852466,false,en,0,2368,false,159.0418216544742,-28800
78242395.897056,false,false,true,true,true,true,true,10,2.4047619047619047,0.10251205277848262,404,0.4461213080172168,0.04262877442273535,168,0.1855157914527111,false,en,0,3941,false,4.3518912744950144,-28800
70293047.897107,false,false,true,true,true,true,true,75,0.17222222222222222,0.09779179810725552,31,0.03810334137054615,0.5678233438485805,180,0.22124520795801933,false,en,0,317,false,0.3896373940149729,-36000
25566618.897152,false,false,true,true,true,true,true,320,1.0,0.06481121058777735,333,1.125342389454134,0.06481121058777735,333,1.125342389454354,false,en,0,5138,false,17.36339098203484,-21600
64681162.897207,false,false,false,false,false,false,false,18,1.085561497326203,0.010359785659607042,406,0.5423279116941906,0.009543250829293188,374,0.4995828546148764,false,en,11,39190,false,52.349337091866076,-18000
24625211.897261,false,false,false,false,false,false,false,27,0.5205479452054794,0.8837209302325582,266,0.9332874005662901,1.697674418604651,511,1.7928942168775652,false,en,0,301,false,1.0560883743253557,-18000
96407435.897297,false,false,false,false,false,false,true,1,3.0,0.019542527204086165,264,0.23659585785786982,0.006514175734695388,88,0.07886528595262493,false,en,7,13509,false,12.106717590159457,-18000
47302526.897343,false,false,false,false,false,false,false,1,0.7634069400630915,0.02504657420823846,242,0.4420228975372519,0.03280894224798178,317,0.579013464955834,false,en,0,9662,false,17.648038165311114,-36000
3934499.897372,false,false,false,false,true,true,true,91,1.0226904376012966,0.04305110186259126,631,13.856500552038545,0.042095926860885584,617,13.549066308418587,false,en,10,14657,false,321.8616934887224,-18000
89933930.89740899,false,false,false,false,false,false,false,29,1.7775175644028103,0.043488225519967914,759,0.7291752884103523,0.02446570790122042,427,0.410221143809254,false,en,25,17453,false,16.76718881241937,-28800
54173371.897439,false,false,false,false,false,true,false,3,1.0835214446952597,0.08130081300813008,960,1.531084314947579,0.07503387533875339,886,1.4130632323370622,false,en,11,11808,false,18.83233707385661,-18000
94837071.89746499,false,false,false,false,true,false,true,31,1.0188679245283019,0.059908473165996394,432,0.39356761288826053,0.05879905699625572,424,0.3862793237607124,false,en,2,7211,false,6.569481612355015,-36000
11817403.897509,false,false,false,false,false,false,false,68,1.3098591549295775,0.02212705210563883,93,0.6799462952847866,0.016892695693552225,71,0.5190987845723442,false,en,0,4203,false,30.729185796593192,-32400
62203917.897541,false,false,false,false,false,false,false,15,0.9957983193277311,0.04504846987264779,237,0.3291882680721819,0.045238547804599884,238,0.330577248106263,false,en,0,5261,false,7.307423959189636,-28800
71417876.897578,false,false,false,false,false,false,false,22,1.4167893961708395,0.03631970400573866,962,1.163809449547103,0.02563521727639974,679,0.8214413890254731,false,en,0,26487,false,32.04347285878986,-21600
57542462.897616,false,false,false,false,false,false,false,842,0.3248730964467005,0.02099737532808399,64,0.09609599105686392,0.06463254593175853,197,0.29579547247191956,false,en,0,3048,false,4.576571574083542,-18000
70150707.89765,false,false,false,false,false,false,false,1484,1.0818833162743091,0.1288889663101418,7399,9.112860285496417,0.11913388844371668,6839,8.42314522131528,false,en,65,57406,false,70.70318388285304,-21600
27116323.897694,false,false,false,false,false,false,false,262,0.5324825986078886,0.05645062107981798,459,1.4624991259734788,0.10601402041569302,862,2.746566986033184,false,en,2,8131,false,25.907582556191958,-21600
28956529.897722,false,false,true,true,true,true,true,111,1.028673835125448,0.12410274150307014,1435,4.281728523336961,0.12064343163538874,1395,4.162377205614001,false,de,7,11563,false,34.50148217098423,3600
24407061.897765,false,false,false,false,false,false,false,49,1.040133779264214,0.07765293383270912,311,1.1009272690235226,0.07465667915106117,299,1.058447760250954,false,en,0,4005,false,14.177536052860932,-21600
76547088.897801,false,false,false,false,false,false,true,30,1.1481481481481481,0.02107409925220938,620,0.6998045356305193,0.018354860639021073,540,0.6095071761943311,false,en,4,29420,false,33.206853932662824,-18000
97817537.89783299,false,false,false,false,false,false,false,12,0.24691358024691357,0.025157232704402517,20,0.017665543798543872,0.1018867924528302,81,0.07154545238410415,false,en,1,795,false,0.7022053659921405,-21600
88646909.897873,false,false,false,false,false,false,true,8,1.233115468409586,0.0626730151699701,566,0.5516537469420522,0.05082493633041745,459,0.4473658477851726,false,en,0,9031,false,8.802093619494618,-21600
37038085.897902,false,false,false,false,false,false,false,426,0.5691823899371069,0.04678211424140605,181,0.4222248429118323,0.0821917808219178,318,0.7418093925191909,false,en,0,3869,false,9.02534760898422,-18000
13417278.897943,false,true,true,true,true,true,true,2,1.0,0.07269155206286837,185,1.191299675707222,0.07269155206286837,185,1.1912996757073109,false,en,0,2545,true,16.388419863111128,
16289321.897972,false,true,false,false,true,true,true,16,0.5502958579881657,0.39914163090128757,93,0.49328020222854735,0.7253218884120172,169,0.8963909051251048,false,en,0,233,true,1.2358525496695991,
69385033.898009,false,false,true,true,true,true,true,114,1.013138686131387,0.021105558202479547,2082,2.592559085067168,0.020831854998124625,2055,2.5589380018315007,false,en,19,98647,false,122.83774066505254,-18000
29108843.898043,false,false,false,false,false,false,false,7,1.1722972972972974,0.051263111242428716,347,1.0299550234631423,0.0437287634805732,296,0.8785783485450186,false,en,0,6769,false,20.09154338277581,-21600
17538937.898084,false,false,false,false,false,false,false,0,0.5,0.2632850241545894,109,0.5369538369267834,0.5265700483091788,218,1.0739076738536892,false,en,0,414,true,2.0394393439242116,
40156649.898114,false,false,false,false,false,false,false,1,0.4444444444444444,0.0845771144278607,68,0.14630702548406643,0.19029850746268656,153,0.3291908073391904,false,en,1,804,false,1.7298654189590985,-21600
71367752.898156,false,true,true,true,true,true,true,383,0.8267148014440433,0.05963541666666667,229,0.27723445388890133,0.07213541666666666,277,0.3353447324333093,false,en,6,3840,true,4.648822283552144,
66870906.898184,false,false,true,true,true,true,true,10,0.7935,1.1508339376359682,1587,2.0504701724586805,1.4503263234227701,2000,2.5840833931427114,false,en,0,1379,false,1.781725499571953,-21600
21503626.89821,false,false,false,false,false,false,false,134,1.2482758620689656,0.05569802030977536,543,2.1817342824104893,0.04461996102164324,435,1.747798182041715,false,en,5,9749,false,39.170768912014395,-21600
98025773.89823501,false,false,false,false,false,false,false,15,1.3311258278145695,0.040326355915200965,603,0.5314847098691046,0.03029492409549923,453,0.39927458303599805,false,en,3,14953,false,13.179586843570421,-18000
94952216.898261,false,false,true,false,true,true,true,1615,1.0213903743315509,0.030911150671629712,382,0.3475937800942773,0.0302637967308626,374,0.3403143292022578,false,en,0,12358,false,11.244931765458679,-18000
46521124.898287,false,true,true,true,true,true,true,13,0.5388059701492537,0.027035123193289896,361,0.6704567025881427,0.05017599041413914,670,1.2443379244711217,false,fr,3,13353,false,24.79946911263171,3600
31098719.898311,false,false,false,false,false,false,false,9,0.5,0.04936014625228519,54,0.15002546777665415,0.09872029250457039,108,0.30005093555332757,false,nl,0,1094,false,3.039404847179175,3600
22624235.898337,false,false,false,false,false,false,false,6,1.1090909090909091,0.07715008431703205,366,1.397722342627979,0.06956155143338955,330,1.2602414564679616,false,en,0,4744,false,18.11692566510466,-28800
44236329.898362,false,false,false,false,false,false,false,38,1.132701421800948,0.019574119574119576,239,0.4668018356731327,0.017280917280917282,211,0.41211375450641524,false,en,0,12210,false,23.84790968020643,3600
17549337.898388,false,false,false,false,false,false,true,2,0.3404255319148936,0.016904384574749076,32,0.15754440515121507,0.04965662968832541,94,0.46278669013172063,false,nl,0,1893,false,9.319736217228161,-10800
93823754.89841299,false,true,true,true,true,true,true,16,0.8036890645586298,0.04316139531592726,610,0.561734073178611,0.05370409679473572,759,0.6989445271189677,false,en,11,14133,true,13.01473386267797,
40229282.898439,false,false,false,false,false,false,false,139,1.3859060402684564,0.07695174212781815,413,0.8869956765095648,0.055524501583752564,298,0.6400114082321149,false,en,2,5367,false,11.526648416046747,-21600
